Name,Precision (micro),Precision (macro),Precision (weighted),Recall (micro),Recall (macro),Recall (weighted),F1 (micro),F1 (macro),F1 (weighted)
salinas_a_gaussian_mixture_spherical_linear_autoencoder_4.txt,0.7522438294689604,0.7694038407969531,0.773325456616317,0.7522438294689604,0.8248541937878925,0.7522438294689604,0.7522438294689604,0.743004595898606,0.6996697222065803,0.7522438294689604
salinas_a_gaussian_mixture_spherical_linear_autoencoder_5.txt,0.6028421839940165,0.551985147751063,0.49798416055598,0.6028421839940165,0.6258972698214506,0.6028421839940165,0.6028421839940165,0.5538631480910182,0.5040716358284979,0.6028421839940165
salinas_a_gaussian_mixture_spherical_linear_autoencoder_6.txt,0.6531413612565445,0.6857043553293037,0.6692166421062637,0.6531413612565445,0.6526880067802066,0.6531413612565445,0.6531413612565445,0.6363730734828364,0.6105547876389266,0.6531413612565445
salinas_a_gaussian_mixture_spherical_none_autoencoder_none.txt,0.794128646222887,0.8506863403257309,0.8892116045177415,0.794128646222887,0.8535916064144278,0.794128646222887,0.794128646222887,0.7939955135675514,0.7708821151569915,0.794128646222887
salinas_a_gaussian_mixture_tied_convolutional_autoencoder_1.txt,0.6896035901271503,0.7448669122859038,0.7396305929792512,0.6896035901271503,0.6848889765866831,0.6896035901271503,0.6896035901271503,0.6767444997188905,0.656742119375857,0.6896035901271503
salinas_a_gaussian_mixture_tied_convolutional_autoencoder_2.txt,0.837696335078534,0.8933495534768912,0.9215435836393412,0.837696335078534,0.8861433630938952,0.837696335078534,0.837696335078534,0.8515474360705508,0.8363623670105597,0.837696335078534
salinas_a_gaussian_mixture_tied_convolutional_autoencoder_3.txt,0.8259162303664922,0.8774804123089139,0.9073812656768594,0.8259162303664922,0.8772140499419567,0.8259162303664922,0.8259162303664922,0.8365994069846924,0.819724186856224,0.8259162303664922
salinas_a_gaussian_mixture_tied_linear_autoencoder_1.txt,0.8431189229618549,0.8970114697739048,0.923637472621515,0.8431189229618549,0.8906186960179818,0.8431189229618549,0.8431189229618549,0.8562896865632913,0.8408124383635129,0.8431189229618549
salinas_a_gaussian_mixture_tied_linear_autoencoder_2.txt,0.6232236350037397,0.6536723003667213,0.6124790207929535,0.6232236350037397,0.7515327454092215,0.6232236350037397,0.6232236350037397,0.6679638571543017,0.5861714822572507,0.6232236350037397
salinas_a_gaussian_mixture_tied_linear_autoencoder_3.txt,0.8382572924457741,0.8905653982581067,0.9201644134815942,0.8382572924457741,0.8845930480050782,0.8382572924457741,0.8382572924457741,0.8500140173301501,0.8364434985657253,0.8382572924457741
salinas_a_gaussian_mixture_tied_linear_autoencoder_4.txt,0.6163051608077786,0.6676192501309536,0.6330897084952416,0.6163051608077786,0.7479119244265217,0.6163051608077786,0.6163051608077786,0.6704822534503131,0.5874160716727037,0.6163051608077786
salinas_a_gaussian_mixture_tied_linear_autoencoder_5.txt,0.6161181750186986,0.6419418129580367,0.6203835816909785,0.6161181750186986,0.6122268681663726,0.6161181750186986,0.6161181750186986,0.5939724389147037,0.5687576527354757,0.6161181750186986
salinas_a_gaussian_mixture_tied_linear_autoencoder_6.txt,0.6149962602842184,0.549479360009835,0.49545124586858236,0.6149962602842184,0.6426078709696018,0.6149962602842184,0.6149962602842184,0.5595087554372734,0.5056489769336047,0.6149962602842184
salinas_a_gaussian_mixture_tied_none_autoencoder_none.txt,0.7103590127150337,0.6587533594313614,0.6201865979862025,0.7103590127150337,0.7897744312712817,0.7103590127150337,0.7103590127150337,0.6932829105537684,0.6423374661121495,0.7103590127150337
