Name,Precision(micro),Precision(macro),Precision(weighted),Recall(micro),Recall(macro),Recall(weighted),F1(micro),F1(macro),F1(weighted)
pavia_clustering_kmeans_linear_autoencoder_1.txt,0.2908582449373192,0.17810691136609227,0.6226550827897837,0.2908582449373192,0.47248028622803756,0.29085824493731915,0.2908582449373192,0.18745030466558396,0.3392071788374515
pavia_clustering_kmeans_linear_autoencoder_1_mcu.txt,0.8969334619093539,0.4876133750649396,0.9130389825602736,0.8969334619093539,0.48589169565868107,0.8969334619093539,0.8969334619093539,0.46818723044044896,0.8981704013407991
pavia_gaussian_mixture_spherical_linear_autoencoder_1_mcu.txt,0.8851494696239152,0.569610793951181,0.9270541819685654,0.8851494696239152,0.5808636447114258,0.8851494696239152,0.8851494696239152,0.5423258118031042,0.8862309581449085
