salinas_a;linear;1;1;;120068;0.12192115932703018
salinas_a;linear;1;2;;184304;0.10927128046751022
salinas_a;linear;1;3;;284267;0.12629976868629456
salinas_a;linear;1;4;;233334;0.142208993434906
salinas_a;linear;1;5;;166316;0.1255553811788559
salinas_a;linear;1;6;;145940;0.0789589136838913
salinas_a;linear;1;7;;135152;0.08702931553125381
salinas_a;linear;1;8;;211264;0.1519128978252411
salinas_a;linear;1;9;;230468;0.10043280571699142
salinas_a;linear;1;10;;269083;0.0950249433517456
salinas_a;linear;4;1;;319526;12.403630256652832
salinas_a;linear;4;2;;216256;10.328837394714355
salinas_a;linear;4;3;;216911;8.890435218811035
salinas_a;linear;4;4;;214864;5.312736511230469
salinas_a;linear;4;5;;243240;0.37521180510520935
salinas_a;linear;4;6;;298058;0.391936331987381
salinas_a;linear;4;7;;221997;0.43870481848716736
salinas_a;linear;4;8;;263114;0.4341595470905304
salinas_a;linear;4;9;;303553;0.4252750277519226
salinas_a;linear;4;10;;298675;0.46467125415802
salinas_a;convolutional;1;1;;340845;0.667449414730072
salinas_a;convolutional;1;2;;345200;0.5509603023529053
salinas_a;convolutional;1;3;;344328;0.6952455043792725
salinas_a;convolutional;1;4;;321181;0.5867876410484314
salinas_a;convolutional;1;5;;213635;0.5170265436172485
salinas_a;convolutional;1;6;;326203;0.5156056880950928
salinas_a;convolutional;1;7;;347085;0.4308350384235382
salinas_a;convolutional;1;8;;266013;0.38413456082344055
salinas_a;convolutional;1;9;;361856;0.38713306188583374
salinas_a;convolutional;1;10;;395072;0.3564184904098511
salinas_a;linear;2;1;;421791;0.15216399729251862
salinas_a;linear;2;2;;334395;0.4722328186035156
salinas_a;linear;2;3;;389593;0.23611333966255188
salinas_a;linear;2;4;;393819;0.12741431593894958
salinas_a;linear;2;5;;342554;0.2729231119155884
salinas_a;linear;2;6;;334872;0.34240707755088806
salinas_a;linear;2;7;;336456;0.16257734596729279
salinas_a;linear;2;8;;401130;0.48919370770454407
salinas_a;linear;2;9;;459691;0.5672770738601685
salinas_a;linear;2;10;;462346;0.5498995780944824
salinas_a;linear;3;1;;478165;1.374464988708496
salinas_a;linear;3;2;;500217;0.4232553541660309
salinas_a;linear;3;3;;509735;0.486796498298645
salinas_a;linear;3;4;;516466;0.5753441452980042
salinas_a;linear;3;5;;482340;0.5996189117431641
salinas_a;linear;3;6;;510870;0.5462467074394226
salinas_a;linear;3;7;;504624;0.5093131065368652
salinas_a;linear;3;8;;480251;0.516143262386322
salinas_a;linear;3;9;;505709;0.5542628169059753
salinas_a;linear;3;10;;508096;0.5092580914497375
salinas_a;linear;5;1;;432434;7.217288970947266
salinas_a;linear;5;2;;432335;6.527733325958252
salinas_a;linear;5;3;;433039;4.5525431632995605
salinas_a;linear;5;4;;423647;0.5938257575035095
salinas_a;linear;5;5;;433699;1.7190665006637573
salinas_a;linear;5;6;;434300;0.7698118686676025
salinas_a;linear;5;7;;13419858;0.821698009967804
salinas_a;linear;5;8;;293406;0.7575380802154541
salinas_a;linear;5;9;;410112;0.712633490562439
salinas_a;linear;5;10;;298604;0.5104281306266785
salinas_a;linear;6;1;;509015;10.459854125976562
salinas_a;linear;6;2;;570783;6.908207416534424
salinas_a;linear;6;3;;555919;4.957746982574463
salinas_a;linear;6;4;;567141;1.7384730577468872
salinas_a;linear;6;5;;582578;0.8311984539031982
salinas_a;linear;6;6;;585974;0.8378309607505798
salinas_a;linear;6;7;;564859;0.8491290211677551
salinas_a;linear;6;8;;576893;0.8358660936355591
salinas_a;linear;6;9;;567784;0.6683831214904785
salinas_a;linear;6;10;;567444;0.7598111629486084
salinas_a;convolutional;2;1;;335402;1.0967895984649658
salinas_a;convolutional;2;2;;350238;0.9529617428779602
salinas_a;convolutional;2;3;;342193;0.6057819128036499
salinas_a;convolutional;2;4;;346545;0.548891544342041
salinas_a;convolutional;2;5;;345002;0.6175876259803772
salinas_a;convolutional;2;6;;346636;0.5859039425849915
salinas_a;convolutional;2;7;;334555;0.6569139957427979
salinas_a;convolutional;2;8;;346470;0.637967050075531
salinas_a;convolutional;2;9;;347144;0.611782968044281
salinas_a;convolutional;2;10;;347653;0.5835666060447693
salinas_a;convolutional;3;1;;1418100;1.0508662462234497
salinas_a;convolutional;3;2;;243808;0.9992174506187439
salinas_a;convolutional;3;3;;348042;0.814700722694397
salinas_a;convolutional;3;4;;334747;0.8174233436584473
salinas_a;convolutional;3;5;;388923;0.6609400510787964
salinas_a;convolutional;3;6;;404416;0.6079205870628357
salinas_a;convolutional;3;7;;403678;0.5848492383956909
salinas_a;convolutional;3;8;;391271;0.5714578628540039
salinas_a;convolutional;3;9;;402741;0.5352354645729065
salinas_a;convolutional;3;10;;397402;1.0959858894348145
