Name,Precision (micro),Precision (macro),Precision (weighted),Recall (micro),Recall (macro),Recall (weighted),F1 (micro),F1 (macro),F1 (weighted)
samson_gaussian_mixture_full_linear_autoencoder_2.txt,0.9968386023294509,0.9974219810040705,0.9968549026159476,0.9968386023294509,0.9959470989761092,0.9968386023294509,0.9968386023294509,0.9966729618846832,0.9968362554476832,0.9968386023294509
samson_gaussian_mixture_full_linear_autoencoder_3.txt,0.9988352745424293,0.999047100462837,0.9988374942751281,0.9988352745424293,0.9985068259385665,0.9988352745424293,0.9988352745424293,0.9987753923074552,0.9988349591356235,0.9988352745424293
samson_gaussian_mixture_full_linear_autoencoder_4.txt,0.9925124792013311,0.9905818334030976,0.9926535166378904,0.9925124792013311,0.9938625204582652,0.9925124792013311,0.9925124792013311,0.9921584536870793,0.9925249546501496,0.9925124792013311
samson_gaussian_mixture_full_linear_autoencoder_5.txt,0.826622296173045,0.579190266414936,0.8976482451630333,0.826622296173045,0.5719221676668486,0.826622296173045,0.826622296173045,0.5611026626259811,0.8400452076257457,0.826622296173045
samson_gaussian_mixture_full_linear_autoencoder_6.txt,0.8891846921797005,0.613582018173123,0.9378883114464891,0.8891846921797005,0.6061102018548827,0.8891846921797005,0.8891846921797005,0.6045246769415834,0.9053138968639608,0.8891846921797005
samson_gaussian_mixture_full_none_autoencoder_none.txt,0.9136439267886856,0.6663824950269963,0.9996675049966451,0.9136439267886856,0.6194762684124386,0.9136439267886856,0.9136439267886856,0.6411318885224128,0.9533664330507057,0.9136439267886856
samson_gaussian_mixture_spherical_convolutional_autoencoder_1.txt,0.7470881863560732,0.6666666666666666,1.0,0.7470881863560732,0.5284597199490816,0.7470881863560732,0.7470881863560731,0.5794907088781831,0.840472348792389,0.7470881863560732
samson_gaussian_mixture_spherical_convolutional_autoencoder_2.txt,0.6410981697171381,0.6515953835709437,0.9823658464676996,0.6410981697171381,0.47054009819967263,0.6410981697171381,0.6410981697171381,0.52001952902829,0.7367308486839773,0.6410981697171381
samson_gaussian_mixture_spherical_convolutional_autoencoder_3.txt,0.6391014975041598,0.6663824950269963,0.9996675049966451,0.6391014975041598,0.4694489907255865,0.6391014975041598,0.6391014975041598,0.5264896568043819,0.7435768715806715,0.6391014975041598
samson_gaussian_mixture_spherical_linear_autoencoder_1.txt,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
samson_gaussian_mixture_spherical_linear_autoencoder_2.txt,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
samson_gaussian_mixture_spherical_linear_autoencoder_3.txt,0.799667221297837,0.6666666666666666,1.0,0.799667221297837,0.5568332467522795,0.799667221297837,0.799667221297837,0.6011315228619328,0.8804028979105446,0.799667221297837
samson_gaussian_mixture_spherical_linear_autoencoder_4.txt,0.6562396006655574,0.6666666666666666,1.0,0.6562396006655574,0.478711767016901,0.6562396006655574,0.6562396006655574,0.5359245507790537,0.7608423366649268,0.6562396006655574
samson_gaussian_mixture_spherical_linear_autoencoder_5.txt,0.6439267886855241,0.6666666666666666,1.0,0.6439267886855241,0.469573043687124,0.6439267886855241,0.6439267886855241,0.530155905489076,0.7525155464005681,0.6439267886855241
samson_gaussian_mixture_spherical_linear_autoencoder_6.txt,0.6415973377703827,0.6660975956750604,0.9993341585336148,0.6415973377703827,0.47055646791504757,0.6415973377703827,0.6415973377703827,0.5278183534895082,0.746336898910498,0.6415973377703827
samson_gaussian_mixture_spherical_none_autoencoder_none.txt,0.6367720465890183,0.6666666666666666,1.0,0.6367720465890183,0.46817603200581925,0.6367720465890183,0.6367720465890183,0.5253447271314818,0.7413879049903557,0.6367720465890183
samson_gaussian_mixture_tied_convolutional_autoencoder_1.txt,0.6707154742096506,0.6322366743177761,0.9597151903165727,0.6707154742096506,0.4867248590652846,0.6707154742096506,0.6707154742096506,0.5252811078028351,0.7532503099206729,0.6707154742096506
samson_gaussian_mixture_tied_convolutional_autoencoder_2.txt,0.6767054908485857,0.6666666666666666,1.0,0.6767054908485857,0.4883058942767751,0.6767054908485857,0.6767054908485857,0.5468807709847416,0.7823571676384626,0.6767054908485857
samson_gaussian_mixture_tied_convolutional_autoencoder_3.txt,0.63261231281198,0.6483870967741936,0.9786119907680748,0.63261231281198,0.4659028914348063,0.63261231281198,0.63261231281198,0.5136314265259702,0.726154533115446,0.63261231281198
samson_gaussian_mixture_tied_linear_autoencoder_1.txt,0.8915141430948419,0.5973865044497014,0.9189387519617804,0.8915141430948419,0.6073831605746499,0.8915141430948419,0.891514143094842,0.5954743727705818,0.8952316566370382,0.8915141430948419
samson_gaussian_mixture_tied_linear_autoencoder_2.txt,0.8866888519134776,0.5947362551578008,0.9158378279982787,0.8866888519134776,0.604746317512275,0.8866888519134776,0.8866888519134776,0.5922214409938735,0.890372841287209,0.8866888519134776
samson_gaussian_mixture_tied_linear_autoencoder_3.txt,0.6347753743760399,0.6207996075545744,0.9463332513017916,0.6347753743760399,0.46708492453173306,0.6347753743760399,0.6347753743760399,0.4996079885777401,0.7105429443193705,0.6347753743760399
samson_gaussian_mixture_tied_linear_autoencoder_4.txt,0.6647254575707154,0.6648281714043275,0.9978488687712532,0.6647254575707154,0.48345153664302604,0.6647254575707154,0.6647254575707154,0.5394205085983717,0.7677541716266181,0.6647254575707154
samson_gaussian_mixture_tied_linear_autoencoder_5.txt,0.5945091514143095,0.5958781362007168,0.9171738858175442,0.5945091514143095,0.44508092380432807,0.5945091514143095,0.5945091514143095,0.46111601782802253,0.6499839580919704,0.5945091514143095
samson_gaussian_mixture_tied_linear_autoencoder_6.txt,0.5900166389351081,0.618804043356473,0.9439983415778234,0.5900166389351081,0.44262593198763406,0.5900166389351081,0.5900166389351081,0.4721634419689445,0.6610825692070976,0.5900166389351081
samson_gaussian_mixture_tied_none_autoencoder_none.txt,0.6194675540765391,0.6420387198735678,0.9711840729036487,0.6194675540765391,0.45871976723040553,0.6194675540765391,0.6194675540765391,0.5027736355704641,0.7085216319644806,0.6194675540765391
